date,home_team,away_team,country,neutral,home_confederation,away_confederation,host_confederation,is_home_country,is_away_country,is_home_confed,is_away_confed
2014-03-05,Gibraltar,Estonia,Gibraltar,False,UEFA,UEFA,UEFA,True,False,True,True
2014-03-05,Germany,Chile,Germany,False,UEFA,CONMEBOL,UEFA,True,False,True,False
2014-03-05,Georgia,Liechtenstein,Georgia,False,UEFA,UEFA,UEFA,True,False,True,True
2014-03-05,India,Bangladesh,India,False,AFC,AFC,AFC,True,False,True,True
2014-03-07,Lesotho,Eswatini,Lesotho,False,CAF,UEFA,CAF,True,False,True,False
2014-03-09,Lesotho,Eswatini,Lesotho,False,CAF,UEFA,CAF,True,False,True,False
2014-03-15,Alderney,Guernsey,Alderney,False,UEFA,UEFA,UEFA,True,False,True,True
2014-03-19,Saint Lucia,Martinique,Saint Lucia,False,UEFA,CONCACAF,UEFA,True,False,True,False
2014-03-25,Yemen,Nepal,Qatar,True,AFC,AFC,AFC,False,False,True,True
2014-03-26,Andorra,Indonesia,Spain,True,UEFA,AFC,UEFA,False,False,True,False
2014-03-27,Aruba,Guam,Aruba,False,CONCACAF,AFC,CONCACAF,True,False,True,False
2014-03-29,Cuba,Indonesia,Spain,True,CONCACAF,AFC,UEFA,False,False,False,False
2014-03-30,Aruba,Guam,Aruba,False,CONCACAF,AFC,CONCACAF,True,False,True,False
2014-04-06,Ellan Vannin,Monaco,Isle of Man,False,UEFA,UEFA,UEFA,False,False,True,True
2014-04-12,Mauritania,Mauritius,Mauritania,False,CAF,CAF,CAF,True,False,True,True
2014-04-13,Afghanistan,Kyrgyzstan,United Arab Emirates,True,AFC,AFC,AFC,False,False,True,True
2014-04-15,Yemen,Chad,Qatar,True,AFC,CAF,AFC,False,False,True,False
2014-04-17,Guadeloupe,French Guiana,Guadeloupe,False,CONCACAF,CONCACAF,CONCACAF,True,False,True,True
2014-04-20,Mauritius,Mauritania,Mauritius,False,CAF,CAF,CAF,True,False,True,True
2014-04-26,Tanzania,Burundi,Tanzania,False,CAF,CAF,CAF,True,False,True,True
2014-04-27,Philippines,Malaysia,Philippines,False,AFC,AFC,AFC,True,False,True,True
2014-05-02,Grenada,Saint Lucia,Dominica,True,CONCACAF,UEFA,CONCACAF,False,False,True,False
2014-05-04,Dominica,Grenada,Dominica,False,CONCACAF,CONCACAF,CONCACAF,True,False,True,True
2014-05-05,Sealand,Chagos Islands,England,True,UEFA,CAF,UEFA,False,False,True,False
2014-05-10,Vatican City,Monaco,Italy,False,UEFA,UEFA,UEFA,False,False,True,True
2014-05-10,Palestine,Jordan,Palestine,False,AFC,AFC,AFC,True,False,True,True
2014-05-11,Jersey,Guernsey,Jersey,False,UEFA,UEFA,UEFA,True,False,True,True
2014-05-11,Pakistan,Sri Lanka,Palestine,True,AFC,AFC,AFC,False,False,True,True
2014-05-12,Afghanistan,Kyrgyzstan,Kuwait,True,AFC,AFC,AFC,False,False,True,True
2014-05-13,Germany,Poland,Germany,False,UEFA,UEFA,UEFA,True,False,True,True
2014-05-14,Kuwait,Afghanistan,Kuwait,False,AFC,AFC,AFC,True,False,True,True
2014-05-14,Jordan,Pakistan,Palestine,True,AFC,AFC,AFC,False,False,True,True
2014-05-14,Palestine,Sri Lanka,Palestine,False,AFC,AFC,AFC,True,False,True,True
2014-05-16,Kuwait,Kyrgyzstan,Kuwait,False,AFC,AFC,AFC,True,False,True,True
2014-05-17,Palestine,Pakistan,Palestine,False,AFC,AFC,AFC,True,False,True,True
2014-05-17,Sri Lanka,Jordan,Palestine,True,AFC,AFC,AFC,False,False,True,True
2014-05-17,Somaliland,Sealand,England,True,CAF,UEFA,UEFA,False,False,False,True
2014-05-17,São Tomé and Príncipe,Benin,São Tomé and Príncipe,False,UEFA,CAF,UEFA,True,False,True,False
2014-05-17,Netherlands,Ecuador,Netherlands,False,UEFA,CONMEBOL,UEFA,True,False,True,False
2014-05-17,Namibia,Congo,Namibia,False,CAF,CAF,CAF,True,False,True,True
2014-05-17,Mauritania,Equatorial Guinea,Mauritania,False,CAF,CAF,CAF,True,False,True,True
2014-05-17,Malawi,Chad,Malawi,False,CAF,CAF,CAF,True,False,True,True
2014-05-18,Mozambique,South Sudan,Mozambique,False,CAF,CAF,CAF,True,False,True,True
2014-05-18,Madagascar,Uganda,Madagascar,False,CAF,CAF,CAF,True,False,True,True
2014-05-18,Libya,Rwanda,Tunisia,True,CAF,CAF,CAF,False,False,True,True
2014-05-18,Tanzania,Zimbabwe,Tanzania,False,CAF,CAF,CAF,True,False,True,True
2014-05-18,Liberia,Lesotho,Liberia,False,CAF,CAF,CAF,True,False,True,True
2014-05-18,Eswatini,Sierra Leone,Swaziland,False,UEFA,CAF,CAF,False,False,False,True
2014-05-18,Central African Republic,Guinea-Bissau,Congo,True,CAF,CAF,CAF,False,False,True,True
2014-05-18,Burundi,Botswana,Burundi,False,CAF,CAF,CAF,True,False,True,True
2014-05-18,Belarus,Iran,Austria,True,UEFA,AFC,UEFA,False,False,True,False
2014-05-18,Kenya,Comoros,Kenya,False,CAF,CAF,CAF,True,False,True,True
2014-05-19,Maldives,Myanmar,Maldives,False,AFC,AFC,AFC,True,False,True,True
2014-05-19,Palestine,Kyrgyzstan,Maldives,True,AFC,AFC,AFC,False,False,True,True
2014-05-20,French Guiana,Suriname,French Guiana,False,CONCACAF,CONCACAF,CONCACAF,True,False,True,True
2014-05-20,Philippines,Afghanistan,Maldives,True,AFC,AFC,AFC,False,False,True,True
2014-05-20,Turkmenistan,Laos,Maldives,True,AFC,AFC,AFC,False,False,True,True
2014-05-20,Palestine,Jordan,Palestine,False,AFC,AFC,AFC,True,False,True,True
2014-05-21,Maldives,Kyrgyzstan,Maldives,False,AFC,AFC,AFC,True,False,True,True
2014-05-21,Liechtenstein,Belarus,Liechtenstein,False,UEFA,UEFA,UEFA,True,False,True,True
2014-05-21,Kosovo,Turkey,Kosovo,False,UEFA,UEFA,UEFA,True,False,True,True
2014-05-21,Finland,Czech Republic,Finland,False,UEFA,UEFA,UEFA,True,False,True,True
2014-05-21,Myanmar,Palestine,Maldives,True,AFC,AFC,AFC,False,False,True,True
2014-05-21,Burkina Faso,Senegal,Burkina Faso,False,CAF,CAF,CAF,True,False,True,True
2014-05-22,Afghanistan,Turkmenistan,Maldives,True,AFC,AFC,AFC,False,False,True,True
2014-05-22,Hungary,Denmark,Hungary,False,UEFA,UEFA,UEFA,True,False,True,True
2014-05-22,Laos,Philippines,Maldives,True,AFC,AFC,AFC,False,False,True,True
2014-05-22,Ukraine,Niger,Ukraine,False,UEFA,CAF,UEFA,True,False,True,False
2014-05-23,Bulgaria,Canada,Austria,True,UEFA,CONCACAF,UEFA,False,False,True,False
2014-05-23,Kyrgyzstan,Myanmar,Maldives,True,AFC,AFC,AFC,False,False,True,True
2014-05-23,Maldives,Palestine,Maldives,False,AFC,AFC,AFC,True,False,True,True
2014-05-23,Slovakia,Montenegro,Slovakia,False,UEFA,UEFA,UEFA,True,False,True,True
2014-05-24,Turkmenistan,Philippines,Maldives,True,AFC,AFC,AFC,False,False,True,True
2014-05-24,Afghanistan,Laos,Maldives,True,AFC,AFC,AFC,False,False,True,True
2014-05-24,Moldova,Saudi Arabia,Spain,True,UEFA,AFC,UEFA,False,False,True,False
2014-05-25,Republic of Ireland,Turkey,Republic of Ireland,False,UEFA,UEFA,UEFA,True,False,True,True
2014-05-25,Kosovo,Senegal,Switzerland,True,UEFA,CAF,UEFA,False,False,True,False
2014-05-25,Mali,Guinea,France,True,CAF,CAF,UEFA,False,False,False,False
2014-05-25,Thailand,Kuwait,Thailand,False,AFC,AFC,AFC,True,False,True,True
2014-05-26,Russia,Slovakia,Russia,False,UEFA,UEFA,UEFA,True,False,True,True
2014-05-26,North Macedonia,Cameroon,Austria,True,UEFA,CAF,UEFA,False,False,True,False
2014-05-26,Jamaica,Serbia,United States,True,CONCACAF,UEFA,CONCACAF,False,False,True,False
2014-05-26,Montenegro,Iran,Austria,True,UEFA,AFC,UEFA,False,False,True,False
2014-05-26,Belgium,Luxembourg,Belgium,False,UEFA,UEFA,UEFA,True,False,True,True
2014-05-26,Australia,South Africa,Australia,False,AFC,CAF,AFC,True,False,True,False
2014-05-26,Estonia,Gibraltar,Estonia,False,UEFA,UEFA,UEFA,True,False,True,True
2014-05-27,Tanzania,Malawi,Tanzania,False,CAF,CAF,CAF,True,False,True,True
2014-05-27,Armenia,United Arab Emirates,Switzerland,True,UEFA,AFC,UEFA,False,False,True,False
2014-05-27,France,Norway,France,False,UEFA,UEFA,UEFA,True,False,True,True
2014-05-27,Japan,Cyprus,Japan,False,AFC,UEFA,AFC,True,False,True,False
2014-05-27,Maldives,Philippines,Maldives,False,AFC,AFC,AFC,True,False,True,True
2014-05-27,Moldova,Canada,Austria,True,UEFA,CONCACAF,UEFA,False,False,True,False
2014-05-27,Palestine,Afghanistan,Maldives,True,AFC,AFC,AFC,False,False,True,True
2014-05-27,Suriname,French Guiana,Suriname,False,CONCACAF,CONCACAF,CONCACAF,True,False,True,True
2014-05-27,Uzbekistan,Oman,Uzbekistan,False,AFC,AFC,AFC,True,False,True,True
2014-05-28,Nigeria,Scotland,England,True,CAF,UEFA,UEFA,False,False,False,True
2014-05-28,South Korea,Tunisia,South Korea,False,AFC,CAF,AFC,True,False,True,False
2014-05-28,Denmark,Sweden,Denmark,False,UEFA,UEFA,UEFA,True,False,True,True
2014-05-28,Angola,Morocco,Portugal,True,CAF,CAF,UEFA,False,False,False,False
2014-05-29,Cameroon,Paraguay,Austria,True,CAF,CONMEBOL,UEFA,False,False,False,False
2014-05-29,Finland,Lithuania,Latvia,True,UEFA,UEFA,UEFA,False,False,True,True
2014-05-29,Georgia,Saudi Arabia,Spain,True,UEFA,AFC,UEFA,False,False,True,False
2014-05-29,Latvia,Estonia,Latvia,False,UEFA,UEFA,UEFA,True,False,True,True
2014-05-29,Maldives,Afghanistan,Maldives,False,AFC,AFC,AFC,True,False,True,True
2014-05-29,Uzbekistan,Oman,Uzbekistan,False,AFC,AFC,AFC,True,False,True,True
2014-05-29,Franconia,Raetia,Germany,False,UEFA,UEFA,UEFA,False,False,True,True
2014-05-30,Uruguay,Northern Ireland,Uruguay,False,CONMEBOL,UEFA,CONMEBOL,True,False,True,False
2014-05-30,Switzerland,Jamaica,Switzerland,False,UEFA,CONCACAF,UEFA,True,False,True,False
2014-05-30,Spain,Bolivia,Spain,False,UEFA,CONMEBOL,UEFA,True,False,True,False
2014-05-30,South Sudan,Mozambique,Sudan,True,CAF,CAF,CAF,False,False,True,True
2014-05-30,Palestine,Philippines,Maldives,True,AFC,AFC,AFC,False,False,True,True
2014-05-30,New Zealand,South Africa,New Zealand,False,OFC,CAF,OFC,True,False,True,False
2014-05-30,Montserrat,United States Virgin Islands,Montserrat,False,CONCACAF,CONCACAF,CONCACAF,True,False,True,True
2014-05-30,North Macedonia,Qatar,Italy,True,UEFA,AFC,UEFA,False,False,True,False
2014-05-30,French Guiana,British Virgin Islands,Aruba,True,CONCACAF,CONCACAF,CONCACAF,False,False,True,True
2014-05-30,England,Peru,England,False,UEFA,CONMEBOL,UEFA,True,False,True,False
2014-05-30,Comoros,Kenya,Comoros,False,CAF,CAF,CAF,True,False,True,True
2014-05-30,Bosnia and Herzegovina,Ivory Coast,United States,True,UEFA,CAF,CONCACAF,False,False,False,False
2014-05-30,Austria,Iceland,Austria,False,UEFA,UEFA,UEFA,True,False,True,True
2014-05-30,Aruba,Turks and Caicos Islands,Aruba,False,CONCACAF,CONCACAF,CONCACAF,True,False,True,True
2014-05-30,Angola,Iran,Austria,True,CAF,AFC,UEFA,False,False,False,False
2014-05-31,Uganda,Madagascar,Uganda,False,CAF,CAF,CAF,True,False,True,True
2014-05-31,Sierra Leone,Eswatini,Sierra Leone,False,CAF,UEFA,CAF,True,False,True,False
2014-05-31,Rwanda,Libya,Rwanda,False,CAF,CAF,CAF,True,False,True,True
2014-05-31,Portugal,Greece,Portugal,False,UEFA,UEFA,UEFA,True,False,True,True
2014-05-31,Norway,Russia,Norway,False,UEFA,UEFA,UEFA,True,False,True,True
2014-05-31,Netherlands,Ghana,Netherlands,False,UEFA,CAF,UEFA,True,False,True,False
2014-05-31,Mexico,Ecuador,United States,True,CONCACAF,CONMEBOL,CONCACAF,False,False,True,False
2014-05-31,Latvia,Lithuania,Latvia,False,UEFA,UEFA,UEFA,True,False,True,True
2014-05-31,Albania,Romania,Switzerland,True,UEFA,UEFA,UEFA,False,False,True,True
2014-05-31,Guinea-Bissau,Central African Republic,Guinea-Bissau,False,CAF,CAF,CAF,True,False,True,True
2014-05-31,Finland,Estonia,Latvia,True,UEFA,UEFA,UEFA,False,False,True,True
2014-05-31,Croatia,Mali,Croatia,False,UEFA,CAF,UEFA,True,False,True,False
2014-05-31,Colombia,Senegal,Argentina,True,CONMEBOL,CAF,CONMEBOL,False,False,True,False
2014-05-31,Chad,Malawi,Chad,False,CAF,CAF,CAF,True,False,True,True
2014-05-31,Armenia,Algeria,Switzerland,True,UEFA,CAF,UEFA,False,False,True,False
2014-05-31,Italy,Republic of Ireland,England,True,UEFA,UEFA,UEFA,False,False,True,True
2014-06-01,Turks and Caicos Islands,French Guiana,Aruba,True,CONCACAF,CONCACAF,CONCACAF,False,False,True,True
2014-06-01,Darfur,Padania,Sweden,True,CAF,UEFA,UEFA,False,False,False,True
2014-06-01,Abkhazia,Occitania,Sweden,True,UEFA,UEFA,UEFA,False,False,True,True
2014-06-01,Iraqi Kurdistan,Arameans Suryoye,Sweden,True,AFC,UEFA,UEFA,False,False,False,True
2014-06-01,Zimbabwe,Tanzania,Zimbabwe,False,CAF,CAF,CAF,True,False,True,True
2014-06-01,United States Virgin Islands,Bonaire,Montserrat,True,CONCACAF,CONCACAF,CONCACAF,False,False,True,True
2014-06-01,Ellan Vannin,Artsakh,Sweden,True,UEFA,UEFA,UEFA,False,False,True,True
2014-06-01,United States,Turkey,United States,False,CONCACAF,UEFA,CONCACAF,True,False,True,False
2014-06-01,Sweden,Belgium,Sweden,False,UEFA,UEFA,UEFA,True,False,True,True
2014-06-01,France,Paraguay,France,False,UEFA,CONMEBOL,UEFA,True,False,True,False
2014-06-01,Honduras,Israel,United States,True,CONCACAF,UEFA,CONCACAF,False,False,True,False
2014-06-01,Germany,Cameroon,Germany,False,UEFA,CAF,UEFA,True,False,True,False
2014-06-01,Equatorial Guinea,Mauritania,Equatorial Guinea,False,CAF,CAF,CAF,True,False,True,True
2014-06-01,Congo,Namibia,Congo,False,CAF,CAF,CAF,True,False,True,True
2014-06-01,Botswana,Burundi,Botswana,False,CAF,CAF,CAF,True,False,True,True
2014-06-01,Benin,São Tomé and Príncipe,Benin,False,CAF,UEFA,CAF,True,False,True,False
2014-06-01,Aruba,British Virgin Islands,Aruba,False,CONCACAF,CONCACAF,CONCACAF,True,False,True,True
2014-06-01,Lesotho,Liberia,Lesotho,False,CAF,CAF,CAF,True,False,True,True
2014-06-02,Ellan Vannin,County of Nice,Sweden,True,UEFA,UEFA,UEFA,False,False,True,True
2014-06-02,Darfur,South Ossetia,Sweden,True,CAF,UEFA,UEFA,False,False,False,True
2014-06-02,Costa Rica,Japan,United States,True,CONCACAF,AFC,CONCACAF,False,False,True,False
2014-06-02,Tamil Eelam,Arameans Suryoye,Sweden,True,AFC,UEFA,UEFA,False,False,False,True
2014-06-02,Sápmi,Abkhazia,Sweden,False,UEFA,UEFA,UEFA,False,False,True,True
2014-06-03,Switzerland,Peru,Switzerland,False,UEFA,CONMEBOL,UEFA,True,False,True,False
2014-06-03,South Ossetia,Padania,Sweden,True,UEFA,UEFA,UEFA,False,False,True,True
2014-06-03,Sápmi,Occitania,Sweden,False,UEFA,UEFA,UEFA,False,False,True,True
2014-06-03,Tamil Eelam,Iraqi Kurdistan,Sweden,True,AFC,AFC,UEFA,False,False,False,False
2014-06-03,Mexico,Bosnia and Herzegovina,United States,True,CONCACAF,UEFA,CONCACAF,False,False,True,False
2014-06-03,Artsakh,County of Nice,Sweden,True,UEFA,UEFA,UEFA,False,False,True,True
2014-06-03,Georgia,United Arab Emirates,Switzerland,True,UEFA,AFC,UEFA,False,False,True,False
2014-06-03,Czech Republic,Austria,Czech Republic,False,UEFA,UEFA,UEFA,True,False,True,True
2014-06-03,British Virgin Islands,Turks and Caicos Islands,Aruba,True,CONCACAF,CONCACAF,CONCACAF,False,False,True,True
2014-06-03,Brazil,Panama,Brazil,False,CONMEBOL,CONCACAF,CONMEBOL,True,False,True,False
2014-06-03,Aruba,French Guiana,Aruba,False,CONCACAF,CONCACAF,CONCACAF,True,False,True,True
2014-06-03,Greece,Nigeria,United States,True,UEFA,CAF,CONCACAF,False,False,False,False
2014-06-04,Ellan Vannin,Iraqi Kurdistan,Sweden,True,UEFA,AFC,UEFA,False,False,True,False
2014-06-04,Arameans Suryoye,Occitania,Sweden,True,UEFA,UEFA,UEFA,False,False,True,True
2014-06-04,Abkhazia,South Ossetia,Sweden,True,UEFA,UEFA,UEFA,False,False,True,True
2014-06-04,Padania,County of Nice,Sweden,True,UEFA,UEFA,UEFA,False,False,True,True
2014-06-04,Uruguay,Slovenia,Uruguay,False,CONMEBOL,UEFA,CONMEBOL,True,False,True,False
2014-06-04,Netherlands,Wales,Netherlands,False,UEFA,UEFA,UEFA,True,False,True,True
2014-06-04,Jamaica,Egypt,England,True,CONCACAF,CAF,UEFA,False,False,False,False
2014-06-04,Romania,Algeria,Switzerland,True,UEFA,CAF,UEFA,False,False,True,False
2014-06-04,Iceland,Estonia,Iceland,False,UEFA,UEFA,UEFA,True,False,True,True
2014-06-04,Hungary,Albania,Hungary,False,UEFA,UEFA,UEFA,True,False,True,True
2014-06-04,Gibraltar,Malta,Portugal,True,UEFA,UEFA,UEFA,False,False,True,True
2014-06-04,El Salvador,Ivory Coast,United States,True,CONCACAF,CAF,CONCACAF,False,False,True,False
2014-06-04,Ecuador,England,United States,True,CONMEBOL,UEFA,CONCACAF,False,False,False,False
2014-06-04,Argentina,Trinidad and Tobago,Argentina,False,CONMEBOL,CONCACAF,CONMEBOL,True,False,True,False
2014-06-04,Italy,Luxembourg,Italy,False,UEFA,UEFA,UEFA,True,False,True,True
2014-06-05,Occitania,Iraqi Kurdistan,Sweden,True,UEFA,AFC,UEFA,False,False,True,False
2014-06-05,Padania,Abkhazia,Sweden,True,UEFA,UEFA,UEFA,False,False,True,True
2014-06-05,Darfur,Artsakh,Sweden,True,CAF,UEFA,UEFA,False,False,False,True
2014-06-05,Sápmi,Tamil Eelam,Sweden,False,UEFA,AFC,UEFA,False,False,True,False
2014-06-06,Mexico,Portugal,United States,True,CONCACAF,UEFA,CONCACAF,False,False,True,False
2014-06-06,Arameans Suryoye,Ellan Vannin,Sweden,True,UEFA,UEFA,UEFA,False,False,True,True
2014-06-06,County of Nice,South Ossetia,Sweden,True,UEFA,UEFA,UEFA,False,False,True,True
2014-06-06,Russia,Morocco,Russia,False,UEFA,CAF,UEFA,True,False,True,False
2014-06-06,Poland,Lithuania,Poland,False,UEFA,UEFA,UEFA,True,False,True,True
2014-06-06,Japan,Zambia,United States,True,AFC,CAF,CONCACAF,False,False,False,False
2014-06-06,Bolivia,Greece,United States,True,CONMEBOL,UEFA,CONCACAF,False,False,False,False
2014-06-06,Croatia,Australia,Brazil,True,UEFA,AFC,CONMEBOL,False,False,False,False
2014-06-06,Brazil,Serbia,Brazil,False,CONMEBOL,UEFA,CONMEBOL,True,False,True,False
2014-06-06,Germany,Armenia,Germany,False,UEFA,UEFA,UEFA,True,False,True,True
2014-06-06,Costa Rica,Republic of Ireland,United States,True,CONCACAF,UEFA,CONCACAF,False,False,True,False
2014-06-06,Colombia,Jordan,Argentina,True,CONMEBOL,AFC,CONMEBOL,False,False,True,False
2014-06-07,Argentina,Slovenia,Argentina,False,CONMEBOL,UEFA,CONMEBOL,True,False,True,False
2014-06-07,Belgium,Tunisia,Belgium,False,UEFA,CAF,UEFA,True,False,True,False
2014-06-07,Cameroon,Moldova,Cameroon,False,CAF,UEFA,CAF,True,False,True,False
2014-06-07,El Salvador,Spain,United States,True,CONCACAF,UEFA,CONCACAF,False,False,True,False
2014-06-07,Honduras,England,United States,True,CONCACAF,UEFA,CONCACAF,False,False,True,False
2014-06-07,Hungary,Kazakhstan,Hungary,False,UEFA,UEFA,UEFA,True,False,True,True
2014-06-07,United States,Nigeria,United States,False,CONCACAF,CAF,CONCACAF,True,False,True,False
2014-06-07,Sápmi,Artsakh,Sweden,False,UEFA,UEFA,UEFA,False,False,True,True
2014-06-07,Tamil Eelam,Darfur,Sweden,True,AFC,CAF,UEFA,False,False,False,False
2014-06-07,Abkhazia,Occitania,Sweden,True,UEFA,UEFA,UEFA,False,False,True,True
2014-06-07,Padania,Iraqi Kurdistan,Sweden,True,UEFA,AFC,UEFA,False,False,True,False
2014-06-07,Estonia,Tajikistan,Estonia,False,UEFA,AFC,UEFA,True,False,True,False
2014-06-08,County of Nice,Ellan Vannin,Sweden,True,UEFA,UEFA,UEFA,False,False,True,True
2014-06-08,South Ossetia,Arameans Suryoye,Sweden,True,UEFA,UEFA,UEFA,False,False,True,True
2014-06-08,San Marino,Albania,San Marino,False,UEFA,UEFA,UEFA,True,False,True,True
2014-06-08,France,Jamaica,France,False,UEFA,CONCACAF,UEFA,True,False,True,False
2014-06-08,Iran,Trinidad and Tobago,Brazil,True,AFC,CONCACAF,CONMEBOL,False,False,False,False
2014-06-09,Ghana,South Korea,United States,True,CAF,AFC,CONCACAF,False,False,False,False
2014-06-10,Republic of Ireland,Portugal,United States,True,UEFA,UEFA,CONCACAF,False,False,False,False
2014-06-12,Brazil,Croatia,Brazil,False,CONMEBOL,UEFA,CONMEBOL,True,False,True,False
2014-06-13,Chile,Australia,Brazil,True,CONMEBOL,AFC,CONMEBOL,False,False,True,False
2014-06-13,Mexico,Cameroon,Brazil,True,CONCACAF,CAF,CONMEBOL,False,False,False,False
2014-06-13,Spain,Netherlands,Brazil,True,UEFA,UEFA,CONMEBOL,False,False,False,False
2014-06-14,Uruguay,Costa Rica,Brazil,True,CONMEBOL,CONCACAF,CONMEBOL,False,False,True,False
2014-06-14,Ivory Coast,Japan,Brazil,True,CAF,AFC,CONMEBOL,False,False,False,False
2014-06-14,England,Italy,Brazil,True,UEFA,UEFA,CONMEBOL,False,False,False,False
2014-06-14,Colombia,Greece,Brazil,True,CONMEBOL,UEFA,CONMEBOL,False,False,True,False
2014-06-15,Argentina,Bosnia and Herzegovina,Brazil,True,CONMEBOL,UEFA,CONMEBOL,False,False,True,False
2014-06-15,France,Honduras,Brazil,True,UEFA,CONCACAF,CONMEBOL,False,False,False,False
2014-06-15,Switzerland,Ecuador,Brazil,True,UEFA,CONMEBOL,CONMEBOL,False,False,False,True
2014-06-16,Iran,Nigeria,Brazil,True,AFC,CAF,CONMEBOL,False,False,False,False
2014-06-16,Germany,Portugal,Brazil,True,UEFA,UEFA,CONMEBOL,False,False,False,False
2014-06-16,Ghana,United States,Brazil,True,CAF,CONCACAF,CONMEBOL,False,False,False,False
2014-06-17,Brazil,Mexico,Brazil,False,CONMEBOL,CONCACAF,CONMEBOL,True,False,True,False
2014-06-17,Russia,South Korea,Brazil,True,UEFA,AFC,CONMEBOL,False,False,False,False
2014-06-17,Belgium,Algeria,Brazil,True,UEFA,CAF,CONMEBOL,False,False,False,False
2014-06-18,Australia,Netherlands,Brazil,True,AFC,UEFA,CONMEBOL,False,False,False,False
2014-06-18,Cameroon,Croatia,Brazil,True,CAF,UEFA,CONMEBOL,False,False,False,False
2014-06-18,China,North Macedonia,China,False,AFC,UEFA,AFC,True,False,True,False
2014-06-18,Spain,Chile,Brazil,True,UEFA,CONMEBOL,CONMEBOL,False,False,False,True
2014-06-19,Colombia,Ivory Coast,Brazil,True,CONMEBOL,CAF,CONMEBOL,False,False,True,False
2014-06-19,Japan,Greece,Brazil,True,AFC,UEFA,CONMEBOL,False,False,False,False
2014-06-19,Uruguay,England,Brazil,True,CONMEBOL,UEFA,CONMEBOL,False,False,True,False
2014-06-20,Switzerland,France,Brazil,True,UEFA,UEFA,CONMEBOL,False,False,False,False
2014-06-20,Italy,Costa Rica,Brazil,True,UEFA,CONCACAF,CONMEBOL,False,False,False,False
2014-06-20,Honduras,Ecuador,Brazil,True,CONCACAF,CONMEBOL,CONMEBOL,False,False,False,True
2014-06-21,Argentina,Iran,Brazil,True,CONMEBOL,AFC,CONMEBOL,False,False,True,False
2014-06-21,Germany,Ghana,Brazil,True,UEFA,CAF,CONMEBOL,False,False,False,False
2014-06-21,Indonesia,Pakistan,Indonesia,False,AFC,AFC,AFC,True,False,True,True
2014-06-21,Nigeria,Bosnia and Herzegovina,Brazil,True,CAF,UEFA,CONMEBOL,False,False,False,False
2014-06-22,Belgium,Russia,Brazil,True,UEFA,UEFA,CONMEBOL,False,False,False,False
2014-06-22,China,North Macedonia,China,False,AFC,UEFA,AFC,True,False,True,False
2014-06-22,South Korea,Algeria,Brazil,True,AFC,CAF,CONMEBOL,False,False,False,False
2014-06-22,United States,Portugal,Brazil,True,CONCACAF,UEFA,CONMEBOL,False,False,False,False
2014-06-23,Croatia,Mexico,Brazil,True,UEFA,CONCACAF,CONMEBOL,False,False,False,False
2014-06-23,Netherlands,Chile,Brazil,True,UEFA,CONMEBOL,CONMEBOL,False,False,False,True
2014-06-23,Australia,Spain,Brazil,True,AFC,UEFA,CONMEBOL,False,False,False,False
2014-06-23,Brazil,Cameroon,Brazil,False,CONMEBOL,CAF,CONMEBOL,True,False,True,False
2014-06-24,Costa Rica,England,Brazil,True,CONCACAF,UEFA,CONMEBOL,False,False,False,False
2014-06-24,Greece,Ivory Coast,Brazil,True,UEFA,CAF,CONMEBOL,False,False,False,False
2014-06-24,Italy,Uruguay,Brazil,True,UEFA,CONMEBOL,CONMEBOL,False,False,False,True
2014-06-24,Japan,Colombia,Brazil,True,AFC,CONMEBOL,CONMEBOL,False,False,False,True
2014-06-25,Bosnia and Herzegovina,Iran,Brazil,True,UEFA,AFC,CONMEBOL,False,False,False,False
2014-06-25,Ecuador,France,Brazil,True,CONMEBOL,UEFA,CONMEBOL,False,False,True,False
2014-06-25,Honduras,Switzerland,Brazil,True,CONCACAF,UEFA,CONMEBOL,False,False,False,False
2014-06-25,Indonesia,Nepal,Indonesia,False,AFC,AFC,AFC,True,False,True,True
2014-06-25,Nigeria,Argentina,Brazil,True,CAF,CONMEBOL,CONMEBOL,False,False,False,True
2014-06-26,United States,Germany,Brazil,True,CONCACAF,UEFA,CONMEBOL,False,False,False,False
2014-06-26,Portugal,Ghana,Brazil,True,UEFA,CAF,CONMEBOL,False,False,False,False
2014-06-26,South Korea,Belgium,Brazil,True,AFC,UEFA,CONMEBOL,False,False,False,False
2014-06-26,Algeria,Russia,Brazil,True,CAF,UEFA,CONMEBOL,False,False,False,False
2014-06-28,Brazil,Chile,Brazil,False,CONMEBOL,CONMEBOL,CONMEBOL,True,False,True,True
2014-06-28,Colombia,Uruguay,Brazil,True,CONMEBOL,CONMEBOL,CONMEBOL,False,False,True,True
2014-06-29,China,Mali,China,False,AFC,CAF,AFC,True,False,True,False
2014-06-29,Costa Rica,Greece,Brazil,True,CONCACAF,UEFA,CONMEBOL,False,False,False,False
2014-06-29,Netherlands,Mexico,Brazil,True,UEFA,CONCACAF,CONMEBOL,False,False,False,False
2014-06-30,France,Nigeria,Brazil,True,UEFA,CAF,CONMEBOL,False,False,False,False
2014-06-30,Germany,Algeria,Brazil,True,UEFA,CAF,CONMEBOL,False,False,False,False
2014-07-01,Belgium,United States,Brazil,True,UEFA,CONCACAF,CONMEBOL,False,False,False,False
2014-07-01,Argentina,Switzerland,Brazil,True,CONMEBOL,UEFA,CONMEBOL,False,False,True,False
